Objekt	Knr/gnr/bnr/f/S	Gnr	Bnr	Address	Bydel	Navn	Kommunal forvalter	Tomteareal	Byggareal	lat	lng
Bygg	0301-225/42/0/0	225	42	CHRISTIAN MICHELSENS GATE 59A, OSLO, NORWAY	Sagene	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2112.0	59.93018799999999	10.7681281
Bygg	0301-225/43/0/0	225	43	CHRISTIAN MICHELSENS GATE 60A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		4484.0	59.92976299999999	10.7672149
Bygg	0301-225/44/0/0	225	44	CHRISTIAN MICHELSENS GATE 61A, OSLO, NORWAY	Sagene	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2116.0	59.93027189999999	10.7678783
Bygg	0301-225/46/0/0	225	46	CHRISTIES GATE 23A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		3533.0	59.9304855	10.7656357
Bygg	0301-225/74/0/0	225	74	DÆLENENGGATA 41A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2963.0	59.92930610000001	10.7669865
Bygg	0301-226/36/0/0	226	36	MAILUNDVEIEN 21A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		3112.0	59.9322971	10.7772469
Bygg	0301-227/116/0/0	227	116	DÆLENENGGATA 37A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		4885.0	59.9284365	10.7687456
Bygg	0301-227/118/0/0	227	118	DÆLENENGGATA 39B, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		4255.0	59.92902770000001	10.7681148
Bygg	0301-227/262/0/0	227	262	KØBENHAVNGATA 23A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		1505.0	59.9283152	10.7695932
Bygg	0301-227/347/0/0	227	347	SCHLEPPEGRELLS GATE 30A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		3450.0	59.92737049999999	10.7641165
Bygg	0301-227/392/0/0	227	395	STOCKHOLMGATA 26A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		948.0	59.92804090000001	10.7704263
Bygg	0301-227/53/0/0	227	53	CHRISTIAN MICHELSENS GATE 42A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		3316.0	59.9281985	10.7708539
Bygg	0301-228/10/0/0	228	10	CONRADIS GATE 2A, OSLO, NORWAY	Grünerløkka	Kommunale boliger	Boligbygg Oslo KF		1552.0	59.92112760000001	10.7645913
Bygg	0301-228/115/0/0	228	10	KIRKEGÅRDSGATA 7    A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		1436.0	59.9212891	10.7637922
Bygg	0301-228/281/0/0	228	281	RATHKES GATE 13A, OSLO, NORWAY	Grünerløkka	BOLIGUTLEIE	Boligbygg Oslo KF		1834.0	59.9213392	10.7652986
Bygg	0301-228/610/0/0	228	610	SOFIENBERGGATA 7A, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		1775.0	59.92206700000001	10.7566264
Bygg	0301-228/610/0/0	228	610	SOFIENBERGGATA 7D, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		4624.0	59.9214682	10.7567389
Bygg	0301-228/610/0/0	228	610	SOFIENBERGGATA 7C, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		3156.0	59.92163840000001	10.7567171
Bygg	0301-228/610/0/0	228	610	SOFIENBERGGATA 7E, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2960.0	59.9212498	10.7566594
Bygg	0301-228/617/0/0	228	617	SOFIENBERGGATA 7B, OSLO, NORWAY	Grünerløkka	GRÜNERLØKKA TRYGDEBOLIG	Boligbygg Oslo KF		2630.0	59.92187999999999	10.756603
Bygg	0301-229/129/0/0	229	129	SCHÜBELERS GATE 2A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		3283.0	59.915324	10.7714561
Bygg	0301-229/134/0/0	229	134	SEXES GATE 4A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2313.0	59.91489029999999	10.7716725
Bygg	0301-229/205/0/0	229	205	TØYENGATA 47G, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		1516.0	59.9162373	10.7727365
Bygg	0301-229/205/0/0	229	205	TØYENGATA 47A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2930.0	59.9159105	10.7720798
Bygg	0301-229/86/0/0	229	86	FINNMARKGATA 3, OSLO, NORWAY	Grünerløkka	KOMMUNALE BOLIGER	Boligbygg Oslo KF		118.0	59.92600359999999	10.7760167
Bygg	0301-230/124/0/0	230	124	HEIMDALSGATA 33A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		1725.0	59.9145248	10.7664545
Bygg	0301-230/251/0/0	230	251	NORBYGATA 62A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		992.0	59.9127417	10.7660911
Bygg	0301-230/349/0/0	230	349	TØYENGATA 21   A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		1684.0	59.9137909	10.7671212
Bygg	0301-230/436/0/0	230	436	URTEGATA 6A, OSLO, NORWAY	Gamle Oslo	Kommunale boliger	Boligbygg Oslo KF		6066.0	59.9154676	10.7638989
Bygg	0301-231/19/0/0	231	19	ÅKEBERGVEIEN 50A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		6530.0	59.909819	10.7769914
Bygg	0301-231/249/0/0	231	249	KJØLBERGGATA 9A, OSLO, NORWAY	Gamle Oslo	Kommunale boliger	Boligbygg Oslo KF		1868.0	59.9102601	10.7778484
Bygg	0301-231/269/0/0	231	269	KOLSTADGATA 7, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		6614.0	59.91380220000001	10.7736282
Bygg	0301-231/30/0/0	231	30	BRINKEN 2C, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		6751.0	59.9096608	10.7787679
Bygg	0301-231/331/0/0	231	331	NORDERHOVGATA 34A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER FORBYGN	Boligbygg Oslo KF		512.0	59.9141449	10.7789838
Bygg	0301-231/331/0/0	231	331	NORDERHOVGATA 34B, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER BAKBYGN	Boligbygg Oslo KF		1038.0	59.9141329	10.7786093
Bygg	0301-232/146/0/0	232	146	DALEHAUGEN 1A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		8505.0	59.9068949	10.7802993
Bygg	0301-232/248/0/0	232	248	SCHWEIGAARDS GATE 98A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		7905.0	59.90662380000001	10.7791344
Bygg	0301-232/361/0/0	232	361	VÅLERENGGATA 24B, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		522.0	59.9082638	10.786821
Bygg	0301-232/361/0/0	232	361	VÅLERENGGATA 24A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		266.0	59.9082501	10.7863931
Bygg	0301-233/310/0/0	233	310	OSLO GATE 21A, OSLO, NORWAY	Gamle Oslo	KOMMUNALE BOLIGER	Boligbygg Oslo KF		2129.0	59.9050443	10.7669116
